t,vm
10.485,18.129
10.487,18.227
10.490,18.224
10.492,18.222
10.495,18.220
10.497,18.317
10.504,18.311
10.511,18.305
10.517,18.299
10.524,18.393
10.527,18.390
10.530,18.387
10.533,18.385
10.536,18.482
10.550,18.469
10.564,18.456
10.578,18.443
10.591,18.531
10.593,18.529
10.594,18.528
10.596,18.527
10.597,18.625
10.600,18.623
10.602,18.621
10.605,18.618
10.607,18.716
10.613,18.711
10.619,18.705
10.625,18.699
10.631,18.794
10.642,18.783
10.654,18.773
10.665,18.762
10.676,18.851
10.677,18.851
10.678,18.850
10.678,18.849
10.679,18.949
10.680,18.947
10.682,18.946
10.683,18.945
10.685,19.044
10.686,19.042
10.687,19.041
10.688,19.040
10.690,19.139
10.693,19.135
10.696,19.132
10.700,19.129
10.703,19.226
10.714,19.215
10.725,19.204
10.736,19.194
10.748,19.283
10.750,19.281
10.752,19.279
10.754,19.277
10.756,19.375
10.759,19.372
10.761,19.370
10.764,19.367
10.766,19.465
10.779,19.453
10.791,19.441
10.803,19.429
10.816,19.517
10.816,19.516
10.817,19.516
10.818,19.515
10.818,19.614
10.823,19.610
10.828,19.605
10.833,19.600
10.838,19.695
10.839,19.694
10.840,19.693
10.840,19.693
10.841,19.792
10.843,19.790
10.846,19.787
10.848,19.785
10.850,19.883
10.852,19.881
10.854,19.879
10.856,19.877
10.858,19.975
10.864,19.969
10.870,19.964
10.875,19.958
10.881,20.052
10.881,10.000
12.881,10.000
12.883,9.999
12.885,9.998
12.886,9.997
12.888,10.097
12.897,10.092
12.906,10.088
12.914,10.083
12.923,10.179
12.927,10.177
12.931,10.175
12.935,10.173
12.939,10.271
12.941,10.270
12.944,10.268
12.947,10.267
12.950,10.365
12.958,10.361
12.966,10.357
12.974,10.353
12.982,10.448
12.993,10.443
13.003,10.437
13.014,10.432
13.025,10.526
13.027,10.525
13.029,10.524
13.031,10.523
13.033,10.622
13.035,10.621
13.038,10.619
13.040,10.618
13.043,10.717
13.047,10.715
13.051,10.712
13.055,10.710
13.059,10.808
13.064,10.806
13.068,10.803
13.073,10.800
13.078,10.898
13.080,10.896
13.083,10.895
13.085,10.894
13.088,10.992
13.092,10.990
13.095,10.988
13.099,10.986
13.103,11.084
13.104,11.084
13.105,11.083
13.105,11.083
13.106,11.182
13.112,11.179
13.117,11.176
13.123,11.173
13.129,11.270
13.130,11.269
13.132,11.268
13.134,11.267
13.135,11.366
13.136,11.366
13.136,11.366
13.136,11.366
13.136,11.465
13.137,11.465
13.138,11.465
13.138,11.464
13.139,11.564
13.139,11.564
13.140,11.563
13.140,11.563
13.141,11.663
13.143,11.662
13.145,11.660
13.147,11.659
13.149,11.758
13.150,11.757
13.151,11.757
13.153,11.756
13.154,11.855
13.158,11.852
13.163,11.850
13.167,11.848
13.171,11.945
13.183,11.938
13.195,11.931
13.206,11.924
13.218,12.017
13.223,12.014
13.227,12.012
13.231,12.009
13.236,12.106
13.240,12.104
13.245,12.101
13.249,12.098
13.254,12.195
13.255,12.195
13.257,12.194
13.258,12.193
13.259,12.292
13.264,12.289
13.268,12.287
13.272,12.284
13.277,12.381
13.277,12.381
13.278,12.380
13.279,12.380
13.280,12.479
13.282,12.478
13.284,12.477
13.286,12.476
13.288,12.574
13.293,12.571
13.298,12.568
13.303,12.565
13.308,12.662
13.310,12.661
13.312,12.659
13.314,12.658
13.317,12.756
13.329,12.749
13.341,12.741
13.353,12.733
13.365,12.826
13.376,12.819
13.386,12.812
13.397,12.805
13.407,12.899
13.410,12.897
13.413,12.895
13.416,12.893
13.419,12.991
13.422,12.989
13.426,12.986
13.429,12.984
13.433,13.082
13.433,13.081
13.434,13.081
13.434,13.081
13.435,13.181
13.437,13.179
13.440,13.177
13.443,13.175
13.446,13.273
13.447,13.273
13.448,13.272
13.449,13.271
13.450,13.371
13.453,13.369
13.456,13.367
13.459,13.365
13.461,13.463
13.462,13.462
13.464,13.462
13.465,13.461
13.466,13.560
13.472,13.556
13.478,13.552
13.484,13.547
13.491,13.643
13.494,13.641
13.498,13.638
13.502,13.636
13.506,13.733
13.507,13.732
13.509,13.730
13.511,13.729
13.513,13.928
13.518,13.925
13.522,13.921
13.527,13.918
13.532,14.015
13.537,14.011
13.542,14.008
13.547,14.004
13.552,14.100
13.552,14.100
13.553,14.100
13.553,14.100
13.553,14.200
13.570,14.188
13.588,14.175
13.605,14.163
13.623,14.250
13.628,14.247
13.634,14.243
13.639,14.239
13.645,14.335
13.646,14.334
13.648,14.332
13.650,14.331
13.652,14.430
13.653,14.429
13.654,14.428
13.655,14.428
13.656,14.527
13.667,14.519
13.677,14.511
13.688,14.504
13.698,13.996
13.701,13.994
13.703,13.993
13.706,13.991
13.708,14.089
13.710,14.088
13.712,14.087
13.714,14.085
13.715,14.184
13.718,14.182
13.721,14.180
