t,vm
284.800,7.415
285.000,7.401
285.200,7.486
285.400,7.451
285.600,7.457
285.800,7.541
286.000,7.506
286.200,7.472
286.400,7.517
286.600,7.482
286.800,7.467
287.000,7.472
287.200,7.517
287.400,7.522
287.600,7.527
287.800,7.571
288.000,7.575
288.200,7.520
288.400,7.525
288.600,7.609
288.800,7.533
289.000,7.538
289.200,7.582
289.400,7.527
289.600,7.532
289.800,7.497
290.000,7.521
290.200,7.506
290.400,7.452
290.600,7.457
290.800,7.403
291.000,7.389
291.200,7.415
291.400,7.362
291.600,7.407
291.800,7.354
292.000,7.321
292.200,7.268
292.400,7.255
292.600,7.263
292.800,7.330
293.000,7.297
293.200,7.343
293.400,7.389
293.600,7.494
293.800,7.460
294.000,7.505
294.200,7.450
294.400,7.436
294.600,7.461
294.800,7.467
295.000,7.432
295.200,7.458
295.400,7.443
295.600,7.488
295.800,7.454
296.000,7.459
296.200,7.405
296.400,7.451
296.600,7.456
296.800,7.461
297.000,7.467
297.200,7.472
297.400,7.497
297.600,7.462
297.800,7.428
298.000,7.414
298.200,7.459
298.400,7.445
298.600,7.490
298.800,7.495
299.000,7.461
299.200,7.426
299.400,7.392
299.600,7.438
299.800,7.424
300.000,7.509
300.200,7.514
300.400,7.538
300.600,7.503
300.800,7.449
301.000,7.454
301.200,7.479
301.400,7.465
301.600,7.430
301.800,7.416
302.000,7.422
302.200,7.428
302.400,7.473
302.600,7.478
302.800,7.523
303.000,7.528
303.200,7.513
303.400,7.498
303.600,7.463
303.800,7.547
304.000,7.512
304.200,7.497
304.400,7.502
304.600,7.507
304.800,7.492
305.000,7.577
305.200,7.620
305.400,7.644
305.600,7.667
305.800,7.651
306.000,7.654
306.200,7.638
306.400,7.582
306.600,7.606
306.800,7.610
307.000,7.574
307.200,7.618
307.400,7.642
307.600,7.665
307.800,7.648
308.000,7.612
308.200,7.576
308.400,7.600
308.600,7.703
308.800,7.726
309.000,7.709
309.200,7.633
309.400,7.676
309.600,7.640
309.800,7.604
310.000,7.608
310.200,7.572
310.400,7.536
310.600,7.521
310.800,7.506
311.000,7.511
311.200,7.496
311.400,7.501
311.600,7.466
311.800,7.452
312.000,7.438
312.200,7.364
312.400,7.410
312.600,7.396
312.800,7.422
313.000,7.408
313.200,7.413
313.400,7.439
313.600,7.445
313.800,7.470
314.000,7.535
314.200,7.618
314.400,7.642
314.600,7.705
314.800,7.668
315.000,7.671
315.200,7.675
315.400,7.737
315.600,7.681
315.800,7.664
316.000,7.667
316.200,7.750
316.400,7.752
316.600,7.755
316.800,7.698
317.000,7.681
317.200,7.684
317.400,7.667
317.600,7.671
317.800,7.615
318.000,7.579
318.200,7.603
318.400,7.567
318.600,7.552
318.800,7.576
319.000,7.560
319.200,7.624
319.400,7.687
319.600,7.730
319.800,7.812
320.000,7.833
320.200,7.815
320.400,7.837
320.600,7.799
320.800,7.821
321.000,7.921
321.200,7.922
321.400,7.903
321.600,7.944
321.800,7.924
322.000,7.965
322.200,7.906
322.400,8.025
322.600,8.005
322.800,7.986
323.000,7.966
323.200,8.006
323.400,7.986
323.600,7.966
323.800,7.967
324.000,8.026
324.200,8.026
324.400,8.006
324.600,7.986
324.800,7.986
325.000,8.026
325.200,8.026
325.400,8.045
325.600,7.966
325.800,8.006
326.000,8.006
326.200,8.006
326.400,8.025
326.600,8.045
326.800,8.104
327.000,8.103
327.200,8.141
327.400,8.140
327.600,8.178
327.800,8.216
328.000,8.174
328.200,8.173
328.400,8.191
328.600,8.209
328.800,8.266
329.000,8.263
329.200,8.320
329.400,8.297
329.600,8.294
329.800,8.331
330.000,8.288
330.200,8.364
330.400,8.321
330.600,8.358
330.800,8.374
331.000,8.370
331.200,8.287
331.400,8.344
331.600,8.301
331.800,8.298
332.000,8.315
332.200,8.312
332.400,8.328
332.600,8.365
332.800,8.420
333.000,8.416
333.200,8.412
333.400,8.388
333.600,8.444
333.800,8.420
334.000,8.455
334.200,8.510
334.400,8.584
334.600,8.618
334.800,8.592
335.000,8.547
335.200,8.620
335.400,8.654
335.600,8.647
335.800,8.621
336.000,8.635
336.200,8.648
336.400,8.642
336.600,8.596
336.800,8.590
337.000,8.644
337.200,8.617
337.400,8.651
337.600,8.625
337.800,8.599
338.000,8.514
338.200,8.528
338.400,8.483
338.600,8.518
338.800,8.454
339.000,8.509
339.200,8.504
339.400,8.538
339.600,8.533
339.800,8.528
340.000,8.522
340.200,8.557
340.400,8.670
340.600,8.644
340.800,8.617
341.000,8.710
341.200,8.644
341.400,8.618
341.600,8.631
341.800,8.764
342.000,8.776
342.200,8.788
342.400,8.820
342.600,8.832
342.800,8.843
343.000,8.835
343.200,8.846
343.400,8.818
343.600,8.771
343.800,8.783
344.000,8.696
344.200,8.669
344.400,8.583
344.600,8.637
344.800,8.631
345.000,8.565
345.200,8.559
345.400,8.613
345.600,8.587
345.800,8.562
346.000,8.576
346.200,8.630
346.400,8.643
346.600,8.637
346.800,8.690
347.000,8.683
347.200,8.637
347.400,8.630
347.600,8.585
347.800,8.579
348.000,8.533
348.200,8.508
348.400,8.563
348.600,8.557
348.800,8.532
349.000,8.566
349.200,8.580
