t,vm
143.400,17.556
143.600,18.382
143.800,19.199
144.000,19.608
144.200,20.013
144.200,10.000
144.400,10.000
144.600,10.000
144.800,10.000
145.000,10.000
145.200,10.000
145.400,10.000
145.600,10.000
145.800,10.000
146.000,10.000
146.200,10.000
146.400,9.800
146.600,10.303
146.800,10.400
147.000,10.897
147.200,9.889
147.400,10.590
147.600,11.785
147.800,12.368
148.000,12.544
148.200,12.820
148.400,11.892
148.600,13.174
148.800,13.043
149.000,13.213
149.200,13.781
149.400,14.144
149.600,14.804
149.800,14.956
150.000,15.407
150.200,15.054
150.400,15.704
150.600,15.748
150.800,16.191
151.000,15.630
151.200,16.375
151.400,16.812
151.600,17.445
151.800,17.571
152.000,17.696
152.200,18.320
152.400,18.838
152.600,19.550
152.800,20.356
152.800,10.000
153.000,10.000
153.200,10.000
153.400,10.000
153.600,10.000
153.800,10.000
154.000,10.000
154.200,10.000
154.400,10.000
154.600,10.000
154.800,10.000
155.000,10.200
155.200,10.899
155.400,11.291
155.600,11.078
155.800,11.268
156.000,11.356
156.200,11.743
156.400,12.726
156.600,13.099
156.800,12.869
157.000,13.241
157.200,13.609
157.400,14.074
157.600,14.234
157.800,15.292
158.000,15.340
158.200,15.487
158.400,15.733
158.600,15.777
158.800,15.720
159.000,16.763
159.200,16.797
159.400,17.629
159.600,18.454
159.800,18.870
160.000,19.383
160.200,18.490
160.400,19.006
160.600,19.617
160.800,19.121
161.000,19.631
161.200,19.536
161.400,20.241
161.400,10.000
161.600,10.000
161.800,10.000
162.000,10.000
162.200,10.000
162.400,10.000
162.600,10.000
162.800,10.000
163.000,10.000
163.200,10.000
163.400,10.000
163.600,10.200
163.800,11.099
164.000,11.889
164.200,12.070
164.400,11.450
164.600,12.336
164.800,12.813
165.000,13.286
165.200,13.954
165.400,14.415
165.600,14.172
165.800,14.931
166.000,14.882
166.200,15.534
166.400,15.779
166.600,15.622
166.800,16.767
167.000,17.500
167.200,18.026
167.400,17.847
167.600,18.769
167.800,19.182
168.000,18.891
168.200,19.303
168.400,19.611
168.600,19.416
168.800,19.323
169.000,19.831
169.200,19.733
169.400,20.537
169.400,10.000
169.600,10.000
169.800,10.000
170.000,10.000
170.200,10.000
170.400,10.000
170.600,10.000
170.800,10.000
171.000,10.000
171.200,10.000
171.400,10.000
171.600,11.100
171.800,11.690
172.000,11.674
172.200,12.158
172.400,12.437
172.600,13.013
172.800,13.083
173.000,13.753
173.200,13.616
173.400,13.481
173.600,14.247
173.800,14.805
174.000,15.458
174.200,15.404
174.400,16.151
174.600,16.490
174.800,16.926
175.000,16.957
175.200,18.089
175.400,18.309
175.600,19.426
175.800,19.733
176.000,20.037
176.000,10.000
176.200,10.000
176.400,10.000
176.600,10.000
176.800,10.000
177.000,10.000
177.200,10.000
177.400,10.000
177.600,10.000
177.800,10.000
178.000,10.000
178.200,10.700
178.400,10.094
178.600,10.594
178.800,11.188
179.000,11.377
179.200,12.064
179.400,11.744
179.600,10.627
179.800,11.021
180.000,11.711
180.200,11.895
180.400,12.676
180.600,13.450
180.800,14.017
181.000,14.577
181.200,14.532
181.400,15.187
181.600,15.736
181.800,15.580
182.000,15.625
182.200,15.769
182.400,16.212
182.600,16.551
182.800,17.086
183.000,17.216
183.200,17.645
183.400,18.069
183.600,19.090
183.800,19.400
184.000,19.207
184.200,19.616
184.400,19.420
184.600,20.027
184.600,10.000
184.800,10.000
185.000,10.000
185.200,10.000
185.400,10.000
185.600,10.000
185.800,10.000
186.000,10.000
186.200,10.000
186.400,10.000
186.600,10.000
186.800,9.700
187.000,8.904
187.200,9.015
187.400,8.226
187.600,8.444
187.800,8.560
188.000,8.375
188.200,8.391
188.400,9.308
188.600,9.615
188.800,9.620
189.000,9.524
189.200,9.929
189.400,10.430
189.600,10.826
189.800,11.519
190.000,11.704
190.200,11.788
190.400,11.670
190.600,11.954
190.800,11.635
191.000,11.520
191.200,11.205
191.400,11.393
191.600,12.380
191.800,12.757
192.000,13.430
192.200,13.496
192.400,14.262
192.600,15.320
192.800,15.868
193.000,16.210
193.200,16.849
193.400,16.981
193.600,17.812
193.800,18.535
194.000,18.250
194.200,18.269
194.400,18.487
194.600,18.903
194.800,19.715
195.000,20.519
195.000,10.000
195.200,10.000
195.400,10.000
