neuron,t
7322,84.4221
7750,84.4342
5852,84.4205
2806,84.4342
621,84.4342
6695,84.471
6582,84.4205
941,84.4303
1488,84.4303
2,84.4356
4098,84.4356
4356,84.4432
679,84.4549
8818,84.4452
3878,84.4347
6368,84.4419
4590,84.4477
817,84.4591
6792,84.4824
1594,84.439
6151,84.4576
8280,84.4819
4084,84.4596
3798,84.4452
6257,84.4657
3213,84.4562
8093,84.4596
3465,84.4506
748,84.4477
6575,84.4764
4421,84.4764
1306,84.5134
8606,84.4789
5324,84.478
8624,84.4636
7187,84.4937
3183,84.4764
637,84.4621
8217,84.4787
6127,84.4811
1860,84.5071
3107,84.5004
9278,84.4787
2364,84.4937
1927,84.4978
5054,84.4792
4533,84.4787
3295,84.5199
3446,84.4978
8372,84.4954
4516,84.5112
4159,84.5004
709,84.5004
9203,84.5134
5352,84.5086
3223,84.5253
7866,84.5086
6184,84.5112
3827,84.5168
9131,84.5123
8412,84.519
6651,84.5285
8750,84.5134
9495,84.5362
8134,84.5362
7925,84.5176
3935,84.5168
589,84.5175
1537,84.5463
608,84.5467
3241,84.5465
8932,84.5622
1679,84.5362
4398,84.5484
2796,84.529
1470,84.5465
7765,84.5382
1807,84.5465
9182,84.5622
7265,84.5465
6690,84.5484
6474,84.5619
6307,84.5467
3198,84.5577
783,84.5484
5402,84.5484
5954,84.5667
4652,84.5512
9069,84.5512
8187,84.5577
7784,84.5577
5861,84.5496
2771,84.5643
447,84.5682
3542,84.5516
8611,84.5622
3775,84.5773
6627,84.5849
1275,84.5626
625,84.5773
4844,84.5622
9275,84.5675
3097,84.5643
9855,84.5643
8453,84.583
1891,84.5726
6149,84.5977
9908,84.5773
9249,84.5928
6541,84.604
7502,84.6171
7824,84.5849
4585,84.5849
5629,84.5888
4954,84.5883
6148,84.5953
5546,84.6013
2199,84.5975
6338,84.6062
3024,84.5975
3144,84.5953
7833,84.6031
6082,84.6013
3048,84.6171
4635,84.6117
8645,84.6132
3988,84.6173
3474,84.6072
1772,84.6096
9163,84.6171
7747,84.6171
3185,84.6171
6024,84.6173
5913,84.6096
1618,84.6073
515,84.6157
6699,84.6096
702,84.6186
2280,84.6133
9582,84.6171
3123,84.6171
4919,84.6195
7870,84.6173
3889,84.6374
4187,84.6186
1790,84.6186
8271,84.626
6345,84.6451
2483,84.671
1191,84.6253
8991,84.6633
6733,84.6441
4005,84.6289
3188,84.6289
2019,84.6373
8437,84.6373
6111,84.6381
4418,84.6822
1735,84.6445
1560,84.6615
8343,84.6445
1093,84.6438
3130,84.679
2578,84.6734
559,84.6752
2733,84.6803
6237,84.6654
7273,84.7107
6206,84.6649
6105,84.6726
9517,84.6734
7157,84.7329
1192,84.686
9240,84.6734
4538,84.6788
1167,84.6806
4922,84.6925
457,84.6887
6061,84.7045
5091,84.6887
475,84.6976
8985,84.6864
5728,84.6926
5252,84.7275
3619,84.6827
5287,84.6919
4449,84.6961
4521,84.6934
3454,84.6887
9970,84.7539
1939,84.6948
32,84.7088
420,84.6981
2305,84.7216
5355,84.72
4022,84.7105
4451,84.72
2249,84.7105
7494,84.7856
3850,84.7406
9629,84.7216
2719,84.7249
1041,84.7391
9104,84.7216
5093,84.7403
12,84.724
2592,84.7403
4423,84.775
4461,84.7354
9463,84.7712
5761,84.7403
3704,84.7456
324,84.764
2165,84.7598
1035,84.7593
8314,84.8126
7940,84.7605
6361,84.7806
2131,84.7695
2470,84.7712
5347,84.7806
7540,84.7899
729,84.7764
3313,84.774
849,84.7842
2721,84.7842
9935,84.7972
4618,84.8026
9071,84.7842
7141,84.8174
9461,84.8174
9304,84.8012
4695,84.8074
2451,84.8268
6066,84.8126
145,84.8403
8197,84.8268
7933,84.8205
8420,84.8292
6258,84.8268
4514,84.8258
5776,84.8268
2674,84.8268
1658,84.8657
1278,84.8339
8442,84.8335
1025,84.8515
4108,84.8657
3679,84.8352
7050,84.8913
7319,84.8421
4354,84.8753
3518,84.8605
9645,84.8474
5307,84.8515
5022,84.8512
321,84.8978
2938,84.8882
7139,84.8689
136,84.8816
3103,84.8921
818,84.8848
5222,84.8949
6949,84.8923
8146,84.908
2682,84.9031
257,84.8978
5010,84.9112
2290,84.908
8529,84.9021
7875,84.8992
7247,84.942
5647,84.9107
8918,84.9145
5853,84.9145
2677,84.9145
2742,84.9145
3343,84.9351
2725,84.9421
8993,84.9518
7592,84.9518
1124,84.9249
1614,84.9344
806,84.9421
2842,84.9363
1146,84.9485
9721,84.9506
9032,84.9698
2026,84.9506
2577,84.9728
8356,84.961
7755,84.9702
7571,85.0054
7368,84.9615
3673,84.9842
2889,84.98
3469,84.9771
446,84.9682
3037,84.98
256,84.9834
1130,84.9842
9841,84.9867
6432,84.9862
2971,84.9991
4644,84.9867
1955,85.0269
636,85.0085
9119,84.9867
5167,85.0056
5884,85.0392
2389,84.9992
2094,85.0054
7914,84.9985
7616,84.991
4454,85.0399
5985,84.9939
8290,84.9978
1690,85.0054
6401,85.0271
5981,85.0127
5260,85.0056
8293,85.0216
8781,85.03
3205,85.008
7259,85.0271
172,85.0392
4810,85.0269
3759,85.0589
2359,85.0314
593,85.0311
8304,85.0387
6729,85.0693
5794,85.0712
6747,85.0385
8250,85.0392
6171,85.0624
4932,85.0696
1973,85.0591
8334,85.0481
5665,85.053
149,85.1022
7037,85.0686
7588,85.0589
1925,85.0696
9327,85.0591
1495,85.0591
9625,85.071
9284,85.0591
7402,85.0675
3259,85.0952
629,85.1022
990,85.0951
1404,85.0809
8002,85.0696
8210,85.1022
3052,85.0787
7537,85.0951
7094,85.0824
3373,85.0933
3266,85.0933
9545,85.0746
9064,85.0941
9615,85.085
2711,85.0842
7894,85.111
5920,85.0951
1511,85.1022
1801,85.0926
1918,85.1022
3162,85.111
4214,85.0992
7250,85.1293
6767,85.1022
6290,85.1007
4376,85.1022
1905,85.1247
1355,85.1037
9274,85.1022
6714,85.1117
1981,85.1174
962,85.1397
938,85.111
1666,85.1285
791,85.1419
9407,85.1174
5606,85.1175
3292,85.1174
396,85.1631
6562,85.1502
1698,85.1174
3114,85.1512
2549,85.1307
9404,85.1442
9984,85.1291
6990,85.1274
2506,85.1502
1217,85.1475
984,85.137
6710,85.1826
4702,85.1712
7890,85.1512
6056,85.1888
9852,85.1468
7232,85.1545
912,85.1887
2197,85.1956
9850,85.2138
3915,85.1679
6090,85.1645
6425,85.1964
7882,85.1888
6937,85.2274
654,85.2306
1977,85.2135
3233,85.1977
8169,85.2138
8454,85.2076
8364,85.2108
7555,85.2447
1047,85.204
277,85.2163
3109,85.1981
5432,85.2065
2913,85.2015
7860,85.2345
6945,85.2193
5125,85.2298
2943,85.2306
122,85.2306
2347,85.231
8262,85.2485
6304,85.2394
6026,85.2771
6352,85.2513
3128,85.263
6310,85.2453
6081,85.2607
3674,85.2554
9919,85.2519
9815,85.2548
3040,85.3117
3443,85.2843
116,85.3101
8223,85.2697
8862,85.3127
7249,85.2704
6138,85.2774
1461,85.2797
3320,85.2966
8320,85.2788
4827,85.28
4831,85.2903
7562,85.2843
2528,85.327
551,85.2996
8022,85.2865
5598,85.3324
3851,85.2878
3009,85.327
3096,85.3127
2371,85.2966
643,85.3028
8301,85.2963
5072,85.2959
4070,85.3154
8982,85.3127
6883,85.3232
3996,85.3561
760,85.3029
6796,85.3233
3849,85.3319
7025,85.3136
5943,85.3335
9484,85.3472
3478,85.3413
6005,85.327
8125,85.3335
3298,85.3335
2849,85.3902
1432,85.3884
3823,85.3413
9175,85.3836
7171,85.3335
2275,85.3448
8224,85.3345
6789,85.3409
3886,85.3376
3647,85.3581
813,85.3364
1486,85.3678
2283,85.3654
6524,85.353
7671,85.3465
4202,85.3485
905,85.3735
6490,85.347
2964,85.3865
832,85.3654
3969,85.3678
2865,85.3837
7976,85.3721
2529,85.3884
8546,85.3884
6696,85.3897
1665,85.3894
6387,85.3884
4115,85.3991
1195,85.3942
6160,85.3995
7771,85.4485
5035,85.3976
9780,85.479
8884,85.4114
3358,85.4035
2934,85.4161
3580,85.4218
1056,85.4061
5114,85.4112
2325,85.4142
7763,85.4411
8905,85.4225
1016,85.4142
1411,85.4424
9479,85.4533
4524,85.4238
3231,85.4353
7159,85.4424
6021,85.4424
5645,85.4555
23,85.4454
7229,85.4424
5887,85.443
745,85.4443
7091,85.4424
4969,85.443
2017,85.463
5304,85.5033
5262,85.4527
2636,85.4678
7559,85.463
7806,85.4676
7324,85.4714
1561,85.4687
223,85.4891
1917,85.4734
2294,85.4962
7985,85.4734
2158,85.4747
6794,85.4891
7598,85.4743
9001,85.479
4403,85.5033
6311,85.4949
7069,85.479
8306,85.485
5412,85.4949
5242,85.485
2914,85.488
2750,85.4943
767,85.494
7478,85.486
1779,85.485
8088,85.5177
1506,85.4884
1149,85.4891
1266,85.5026
3982,85.4943
415,85.4962
6981,85.4921
6954,85.4962
2288,85.5033
3360,85.494
9737,85.4962
7338,85.4962
1849,85.4949
354,85.4975
8180,85.5023
4362,85.5033
7415,85.5063
92,85.5041
8565,85.4962
8344,85.5033
8251,85.5215
4564,85.5107
4306,85.5215
4002,85.5027
1563,85.5026
5195,85.5215
4887,85.5033
1869,85.5033
816,85.5026
9450,85.5155
7673,85.5215
7491,85.5041
5420,85.5104
3763,85.5041
7651,85.5089
5164,85.5068
5556,85.5215
7248,85.5215
6722,85.5204
856,85.5288
9470,85.5215
5110,85.5215
8704,85.5215
587,85.5215
5427,85.5215
5961,85.5215
1442,85.5215
1135,85.5215
8828,85.5215
2076,85.5215
9799,85.5281
9714,85.5231
9492,85.5365
7390,85.5281
7346,85.5221
6858,85.5249
5709,85.5281
5043,85.5281
3473,85.5424
9439,85.5385
7453,85.5479
5536,85.5288
4417,85.5385
1058,85.5288
7844,85.5297
7666,85.5385
7485,85.5288
1641,85.5365
1237,85.5606
6159,85.5314
7678,85.5365
7688,85.5882
7859,85.5606
6420,85.5811
5009,85.5606
367,85.556
7805,85.5528
8400,85.5666
5508,85.554
187,85.5666
3534,85.5829
1175,85.5829
2736,85.6117
402,85.5982
2258,85.5911
7437,85.5944
1172,85.5882
343,85.636
8291,85.5903
7957,85.5956
9715,85.6108
1530,85.6102
1604,85.6324
8586,85.6201
9468,85.6258
4630,85.6111
3284,85.6102
6071,85.6088
5968,85.6117
4350,85.636
864,85.6462
3803,85.6331
5561,85.6159
8417,85.636
5803,85.6324
193,85.6275
5053,85.6324
2702,85.6324
670,85.636
1171,85.6724
4602,85.6324
4411,85.6324
4697,85.6324
9377,85.636
6787,85.636
2303,85.636
1887,85.636
1293,85.6357
4315,85.6462
3112,85.6566
1444,85.6398
9771,85.6793
9661,85.6604
7992,85.6525
9085,85.66
2342,85.6649
9812,85.6561
9456,85.6649
8664,85.6861
6880,85.674
3299,85.6649
7745,85.6649
5912,85.6602
4927,85.6724
626,85.6761
4803,85.6899
3629,85.6925
1974,85.6704
6801,85.6789
8114,85.6724
3934,85.6771
2227,85.6789
8295,85.6899
1738,85.6925
9478,85.6962
7472,85.6925
3696,85.6899
7084,85.6925
2932,85.6962
7190,85.7071
2754,85.7059
387,85.7231
7146,85.7145
9149,85.7228
1602,85.7878
8352,85.7227
6750,85.7232
6630,85.7222
891,85.7217
7077,85.7223
5632,85.7239
9819,85.7684
344,85.7363
8957,85.7627
6874,85.7363
164,85.7421
1179,85.7547
5361,85.7547
1487,85.7563
658,85.7591
2490,85.7664
677,85.7611
6014,85.7627
8970,85.7682
6164,85.7618
5706,85.7827
3594,85.7863
3017,85.7705
7979,85.7684
2509,85.774
1956,85.7748
5279,85.784
1254,85.7827
7691,85.7954
4344,85.792
4332,85.7938
9354,85.8209
6097,85.8239
5523,85.7949
1893,85.8004
1708,85.7951
4483,85.7878
9130,85.792
1630,85.8018
3262,85.8033
8342,85.8004
5663,85.8033
3877,85.8004
9229,85.8266
3692,85.8266
1072,85.818
583,85.8033
314,85.8209
9664,85.8179
8136,85.8235
7503,85.8152
3061,85.8322
2866,85.8289
1587,85.8318
9547,85.8318
3119,85.8235
2661,85.8322
6422,85.8234
5317,85.8348
9043,85.8318
6670,85.8348
6217,85.8322
2155,85.8373
660,85.8348
1445,85.8392
5458,85.8748
1952,85.8466
8544,85.8544
6318,85.853
2327,85.8544
8436,85.8748
346,85.8753
4480,85.8846
7182,85.8735
9817,85.8735
7363,85.8748
4320,85.8908
8102,85.8846
5308,85.8846
2973,85.88
7287,85.8814
1235,85.88
8363,85.8988
8378,85.9044
2788,85.8922
9247,85.8988
8869,85.8988
6776,85.9107
26,85.9148
4779,85.9107
6980,85.9132
945,85.9303
6157,85.9153
49,85.9161
1812,85.9161
319,85.919
4275,85.9205
7315,85.9419
1859,85.9342
638,85.9206
2082,85.9342
1784,85.9342
890,85.9221
3317,85.9342
393,85.9342
4821,85.9342
3099,85.9347
8727,85.9513
3084,85.9477
1374,85.9477
8300,85.939
2246,85.939
5717,85.9419
8353,85.9432
7051,85.9549
5808,85.9432
1033,85.9477
2396,85.9419
8397,85.9506
9237,85.9452
4745,85.9764
9986,85.9635
8738,85.9477
7986,85.9621
6447,85.9477
5400,85.9596
3932,85.9506
885,85.9621
7246,85.9609
8807,85.9576
5177,85.9576
4311,85.9596
7600,85.9657
4682,85.971
3480,85.9776
3330,85.9792
2032,85.9792
827,86.0071
4120,85.9916
516,85.9915
1542,86.0086
6017,86.0086
951,86.0168
610,86.0112
9612,86.0175
4958,86.0168
4639,86.0176
960,86.0168
2054,86.0463
8804,86.0362
2348,86.0465
4605,86.0465
6359,86.0359
7658,86.0484
9248,86.0362
7514,86.0465
797,86.0382
2390,86.0465
249,86.0467
5846,86.0577
3394,86.0779
3193,86.0484
279,86.0467
2217,86.0626
6104,86.0577
5467,86.0622
7165,86.0577
548,86.0977
7628,86.0726
9562,86.0849
8267,86.0881
2660,86.1031
9874,86.095
507,86.0975
9508,86.1003
6195,86.0895
8354,86.1173
1761,86.0977
4090,86.0975
2567,86.1011
7793,86.1133
6340,86.1013
6911,86.1031
6732,86.1096
6671,86.1186
899,86.1096
3689,86.1096
1348,86.117
9317,86.1133
2499,86.1157
3753,86.1133
3590,86.1171
9483,86.1253
9515,86.1186
7901,86.1324
6823,86.1381
2055,86.1173
8878,86.1186
9991,86.1438
4250,86.1289
7885,86.1264
4866,86.128
2201,86.1803
7564,86.1445
1858,86.1451
5497,86.1649
9692,86.145
7111,86.1482
3484,86.1511
6482,86.1698
4224,86.1719
8315,86.1788
4749,86.1926
1719,86.1827
5729,86.1887
5578,86.1822
4164,86.1976
3552,86.1849
1830,86.186
1704,86.1919
4555,86.1934
1438,86.22
3349,86.1961
3344,86.2045
255,86.2105
1453,86.2406
8900,86.2088
7513,86.1976
6956,86.2105
6386,86.2107
2422,86.2045
3857,86.224
3335,86.2105
4833,86.2105
5898,86.2107
4943,86.2764
5971,86.2216
2920,86.2238
8445,86.22
6946,86.2275
4499,86.2403
4368,86.2216
1162,86.2391
6591,86.2403
4416,86.2712
4839,86.2484
2489,86.2403
2956,86.2403
1383,86.2598
8517,86.2391
2057,86.2391
4011,86.2403
3908,86.2456
8312,86.2613
2758,86.2578
1851,86.2605
1615,86.2593
6834,86.2712
1401,86.2605
192,86.2489
8387,86.2593
36,86.264
6966,86.2598
77,86.2625
2238,86.2593
505,86.2605
5653,86.275
4994,86.2598
9402,86.2764
7423,86.2695
3195,86.2643
1294,86.2806
8161,86.2653
5294,86.275
8113,86.2856
7998,86.2712
857,86.2806
3226,86.274
2894,86.2699
8078,86.2806
7052,86.2806
6489,86.2769
6449,86.2764
5686,86.2842
5007,86.2834
1155,86.3268
3256,86.2992
3463,86.2842
7811,86.2882
6967,86.2954
1696,86.3174
7297,86.3193
6603,86.3258
7206,86.3074
165,86.308
3271,86.3118
5034,86.3339
5772,86.3427
8956,86.3344
3001,86.3268
8288,86.3268
2474,86.3376
3175,86.3611
9973,86.3717
1758,86.3515
6906,86.3657
2867,86.3515
965,86.3656
508,86.3605
2346,86.3734
4777,86.3601
3585,86.3657
2631,86.3913
627,86.3978
267,86.3657
5478,86.3657
8137,86.3797
2005,86.3816
1137,86.3782
8539,86.408
4463,86.3921
3787,86.3795
5900,86.3949
8538,86.3882
5440,86.3882
9382,86.3975
9765,86.3882
206,86.3984
6353,86.3923
3095,86.3925
8812,86.3923
2730,86.3913
7471,86.4169
7751,86.3949
1653,86.3949
719,86.3923
6962,86.3978
6288,86.409
7228,86.4344
6412,86.4112
8860,86.4248
6146,86.4145
2776,86.4421
9202,86.4344
6096,86.4344
4063,86.4184
3387,86.4506
1272,86.4249
8319,86.4421
4119,86.4348
9996,86.4263
9346,86.4344
8613,86.4485
1854,86.4615
1000,86.4363
7542,86.4421
3432,86.442
1755,86.4506
4812,86.4939
1004,86.4506
6034,86.4492
5156,86.4702
69,86.4506
2908,86.4682
5123,86.4524
4210,86.5054
1852,86.4842
4519,86.47
4032,86.4771
7134,86.4842
4587,86.4682
6868,86.5115
3422,86.4862
6190,86.491
4118,86.4705
2498,86.48
5896,86.4954
6123,86.4939
8235,86.4827
819,86.491
5594,86.5056
2864,86.4867
8127,86.5447
7558,86.5054
5830,86.4985
3494,86.5192
7761,86.4934
4758,86.4985
4496,86.5003
8793,86.5103
8771,86.5085
3720,86.503
1724,86.5056
4178,86.4992
2356,86.5085
9698,86.508
8713,86.5085
7648,86.5385
1978,86.5196
264,86.5056
2125,86.508
1260,86.5271
9725,86.5269
3730,86.5103
1082,86.553
8731,86.5314
2547,86.5314
7753,86.5269
1062,86.5399
9580,86.5311
6976,86.5271
6199,86.5299
4197,86.5271
297,86.5405
5639,86.5385
1691,86.5311
914,86.5299
2572,86.5355
5340,86.553
3755,86.5374
1714,86.5559
9621,86.5589
2504,86.5686
1494,86.5686
2607,86.5589
5872,86.5591
7915,86.5686
2129,86.5591
5638,86.5787
2107,86.5696
291,86.5686
317,86.5696
8203,86.5809
7389,86.5842
8817,86.5837
7185,86.5933
9253,86.5839
151,86.5933
8567,86.5933
6556,86.5951
3495,86.6037
3038,86.5951
1139,86.6005
9083,86.611
8722,86.6037
6296,86.6022
1987,86.6022
6385,86.5992
6269,86.6022
1920,86.6152
8895,86.6022
4826,86.6174
2175,86.611
2955,86.611
8950,86.6274
8164,86.6174
1422,86.6274
1154,86.6203
72,86.6174
9024,86.6203
7951,86.6285
6557,86.6274
4334,86.6193
7779,86.6285
3814,86.6293
5457,86.6358
3382,86.6274
6119,86.6307
5271,86.6378
7271,86.6393
3635,86.6512
6129,86.6507
4082,86.6419
3912,86.6502
2166,86.6475
1578,86.6512
9848,86.6419
1458,86.6888
8510,86.659
4717,86.6578
5000,86.7135
1320,86.6712
8261,86.6631
1477,86.6826
4055,86.6887
8874,86.6826
755,86.6888
6183,86.6677
7020,86.6679
865,86.6977
9380,86.6975
519,86.6826
357,86.699
6635,86.6954
7343,86.7065
7476,86.6888
7676,86.696
4631,86.7005
6383,86.7015
3634,86.7797
156,86.6964
4274,86.6981
5734,86.6977
5306,86.7274
6919,86.6988
6211,86.7053
9907,86.7085
4390,86.7135
8811,86.7082
1767,86.7148
5173,86.763
3664,86.7306
9611,86.7254
4784,86.7464
2993,86.7345
6274,86.7554
4526,86.7298
3089,86.7447
2609,86.7496
59,86.7344
4349,86.7394
5131,86.7513
6079,86.7621
8593,86.7513
7891,86.7453
7556,86.763
5465,86.7435
9820,86.7453
5224,86.7513
4574,86.7797
6774,86.7843
4593,86.7513
7087,86.7657
3425,86.7704
2329,86.7878
5847,86.7704
9014,86.7797
1333,86.7797
3897,86.7797
774,86.7826
131,86.7903
1451,86.7863
5720,86.7966
4970,86.7888
2442,86.7843
1786,86.8029
4687,86.8036
6745,86.7945
1929,86.7996
8857,86.7966
3578,86.8117
1797,86.8232
7798,86.8179
3691,86.829
4944,86.8136
4185,86.8232
8097,86.8029
907,86.8319
439,86.827
394,86.8232
6625,86.82
1621,86.827
282,86.8127
2205,86.8232
9050,86.8324
3939,86.827
4787,86.8409
5879,86.8233
2699,86.827
8351,86.8387
6782,86.8465
9035,86.8319
2465,86.8303
7640,86.8324
8329,86.8433
5079,86.8448
3596,86.8402
2520,86.8409
8294,86.8654
3767,86.8581
7307,86.8678
5705,86.8654
2704,86.847
9826,86.8503
632,86.8517
785,86.8654
4690,86.8735
6965,86.8942
2215,86.8865
2651,86.8773
6498,86.8721
5395,86.8735
4625,86.8721
1141,86.8878
7790,86.8755
3632,86.8759
2344,86.8942
6828,86.8884
6013,86.8849
3232,86.8884
7853,86.8897
5002,86.8884
9673,86.8897
9092,86.8894
3561,86.8894
747,86.8976
717,86.9068
9141,86.8964
2374,86.8902
7960,86.9035
3031,86.9127
3005,86.8976
8335,86.8995
9607,86.9424
3263,86.9161
2521,86.9209
5182,86.908
1895,86.9086
88,86.9142
5353,86.9485
2190,86.9142
3766,86.9218
8039,86.9112
2910,86.9424
9100,86.9173
6997,86.9142
860,86.9124
8515,86.9161
7535,86.9424
5442,86.9161
2455,86.9218
8371,86.934
3200,86.9192
6836,86.9424
1600,86.9353
1601,86.9424
2675,86.9424
3588,86.9402
7058,86.9424
657,86.9424
499,86.9361
7444,86.9443
8004,86.9411
9975,86.9424
4788,86.978
1780,86.9424
7382,86.9687
4326,86.943
3711,86.9454
2985,86.9428
1957,86.9527
1533,86.9443
8676,86.963
8384,86.9443
7659,86.963
2959,86.9477
2043,86.9443
4726,86.9443
2285,86.963
8536,86.9714
9688,86.9676
9159,86.9813
8360,86.9651
4597,86.9676
1984,86.9739
243,86.9734
2439,86.9676
9538,86.9734
2926,86.969
8038,86.986
6370,86.979
4678,86.9734
1061,86.9678
6299,86.9884
5740,86.994
811,86.9747
5767,86.9699
5466,87.0026
4699,86.9734
6518,86.9796
5540,86.9962
4885,86.9891
9551,86.9774
3293,87.0033
5473,86.9825
4881,86.9823
4467,86.985
6891,86.9891
2143,86.9884
7831,86.9878
2362,86.9943
7306,86.9881
611,86.994
3943,87.0033
7097,86.994
6439,86.994
6371,86.9943
5127,86.9898
5001,86.9943
3832,86.994
2885,87.0027
1156,86.994
2827,86.9943
580,86.9943
4691,86.9943
4600,86.9943
2003,86.994
7213,86.9962
6152,86.9949
3169,86.9943
1071,87.0033
6804,87.0033
5460,86.9962
2099,87.0041
9375,86.9962
9238,87.0026
8116,86.9962
5227,87.0027
1373,87.0033
1078,87.0107
113,86.9988
9658,86.9986
9289,86.9985
7586,87.0041
2373,87.0146
8787,87.0026
8034,87.0063
7752,87.0033
6248,87.0026
2891,87.0026
7650,87.0087
9191,87.0033
6472,87.0215
5866,87.0033
2612,87.0033
9733,87.0041
9128,87.0089
8638,87.0107
6360,87.0087
5384,87.0041
5239,87.0082
788,87.0215
7657,87.0063
6445,87.0264
4914,87.0063
2435,87.0215
56,87.0063
5973,87.0128
9660,87.0107
2341,87.0215
3841,87.0215
6043,87.0204
2694,87.0215
6870,87.0118
470,87.0104
5336,87.0215
5768,87.0215
6419,87.0215
6084,87.0163
4147,87.0215
7781,87.0215
9015,87.0215
2478,87.0215
9885,87.0365
9727,87.0365
9705,87.0281
8974,87.0232
8029,87.0288
7295,87.0249
5664,87.0221
4580,87.0299
3221,87.0278
3106,87.0221
2360,87.0281
963,87.0336
8525,87.0281
9033,87.0248
6391,87.0297
6889,87.0288
9960,87.0288
7872,87.0288
973,87.0419
1378,87.0385
4307,87.0385
9421,87.0343
8728,87.0373
7534,87.0314
4513,87.0297
2522,87.0424
8324,87.054
5499,87.0333
9481,87.0944
7378,87.0424
8826,87.043
6414,87.0366
1111,87.0538
4540,87.0606
9613,87.0606
7727,87.0444
5963,87.0606
708,87.0606
8658,87.0606
9858,87.0597
8961,87.0538
3925,87.056
2912,87.0551
6512,87.054
7633,87.0882
8375,87.0606
1819,87.0811
2840,87.0606
4431,87.0606
2646,87.0606
186,87.0768
2333,87.082
2772,87.0666
9363,87.0882
7675,87.0956
99,87.0982
7004,87.0944
2382,87.0856
6739,87.1111
3947,87.1102
8686,87.1324
2213,87.1102
1836,87.0911
1110,87.0997
944,87.0911
5496,87.1331
3434,87.0956
8478,87.0982
6452,87.1102
8695,87.1324
8663,87.1045
143,87.1324
8533,87.1324
6182,87.136
9241,87.136
9186,87.1117
7967,87.1102
5520,87.1102
4038,87.1324
8433,87.1117
9870,87.136
7635,87.1324
3550,87.1331
2334,87.1159
1652,87.128
8867,87.1233
1253,87.1324
6567,87.1398
5719,87.1275
5486,87.1324
2701,87.136
3905,87.1324
9587,87.1357
9539,87.1324
473,87.1333
8965,87.1423
9915,87.1357
7975,87.1349
7665,87.1435
6928,87.136
4753,87.1579
3470,87.136
1357,87.1357
1296,87.1331
1049,87.1525
7294,87.136
2058,87.136
3487,87.136
7018,87.1434
2633,87.1649
3682,87.1517
2734,87.1462
5363,87.1462
2601,87.1649
2376,87.1462
133,87.1514
4494,87.1566
3367,87.1566
3428,87.1649
2854,87.1899
1416,87.1525
2690,87.1566
6982,87.1602
6864,87.1649
5747,87.1724
2845,87.1649
2629,87.174
7028,87.1704
5881,87.1724
3496,87.1925
1385,87.1649
3395,87.1756
7344,87.1761
3649,87.1724
233,87.1789
111,87.1771
7063,87.1771
8472,87.1761
4830,87.1731
9524,87.1771
221,87.179
667,87.1789
9294,87.1771
6504,87.1761
7333,87.1761
311,87.1884
7268,87.1925
6915,87.2429
6051,87.1818
6305,87.1925
801,87.1925
2805,87.2118
5325,87.1899
7487,87.1866
2159,87.1925
29,87.1899
9934,87.2059
9831,87.1978
4236,87.1925
2370,87.2145
7016,87.2236
4470,87.1962
4088,87.2036
547,87.2231
3976,87.2154
2381,87.2363
1694,87.2087
4663,87.2131
5405,87.2363
4723,87.2203
931,87.2223
1699,87.2422
1482,87.2212
1707,87.2232
1168,87.2473
7210,87.2241
7001,87.2551
5832,87.2547
1084,87.2664
5762,87.258
5180,87.2591
5623,87.2611
5778,87.274
5563,87.2675
5533,87.2618
4939,87.2576
6765,87.2705
6059,87.274
3556,87.2627
8272,87.274
5196,87.2618
2060,87.2664
6656,87.2627
7968,87.2705
7644,87.2776
7317,87.2878
5491,87.2684
6939,87.274
1985,87.2645
1805,87.284
9501,87.2827
8678,87.284
5570,87.2684
612,87.274
3717,87.274
5635,87.2878
5475,87.292
4794,87.3008
3430,87.2827
3004,87.2878
2740,87.2827
1721,87.29
4874,87.2863
4594,87.285
2330,87.2863
7434,87.2878
5247,87.2878
4312,87.2878
4113,87.2915
2482,87.3033
3652,87.3018
8013,87.3004
76,87.2978
5139,87.3004
3364,87.3033
602,87.3018
2485,87.305
6301,87.3004
4170,87.3004
6337,87.3056
1753,87.3093
218,87.3018
5290,87.3235
4675,87.318
3836,87.3107
4923,87.3235
9286,87.3514
5143,87.3348
163,87.3322
1152,87.3373
2331,87.3392
5004,87.3348
9142,87.3425
8879,87.3348
7131,87.3322
8011,87.3355
6174,87.3347
1748,87.3322
5108,87.3392
2399,87.3753
9930,87.3375
4148,87.3544
4044,87.3466
7880,87.3544
3339,87.3636
7204,87.353
5742,87.3539
7156,87.3748
661,87.3753
8170,87.3722
9806,87.363
1177,87.3846
7496,87.3748
6003,87.38
5522,87.3748
2432,87.3748
7721,87.3814
2106,87.3814
1274,87.3779
5936,87.3908
5827,87.3851
1157,87.3922
5270,87.393
3285,87.3893
8241,87.3921
5804,87.4038
1150,87.4161
5285,87.4153
4293,87.4161
6576,87.4161
3098,87.4206
7003,87.419
5771,87.443
8201,87.4342
910,87.4477
7108,87.4302
7048,87.4347
3341,87.4342
8107,87.4342
3572,87.4506
3420,87.4419
1039,87.439
1002,87.4477
8198,87.439
6465,87.4477
9458,87.4419
6393,87.4596
5678,87.4487
3769,87.4432
3414,87.4477
1147,87.4477
3141,87.4576
5660,87.4477
8694,87.4776
7301,87.4596
5061,87.4738
1462,87.4609
398,87.4549
9497,87.4792
6717,87.4641
75,87.465
9189,87.4621
1787,87.4743
